rider,timestamp,ax,ay,az,deviation,lat,lng,speed_kmh,accuracy,road_tag
anonymous,1777118258659,-2.457,-5.441,-7.542,0.1907,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258676,-0.002,-6.420,-7.372,0.0346,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258693,0.075,-5.814,-7.509,0.3133,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258709,-1.352,-4.629,-9.643,0.9718,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258726,-0.513,-4.796,-9.508,0.8513,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258742,0.231,-5.405,-8.912,0.6160,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258759,-2.085,-6.158,-7.444,0.0736,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258775,-0.457,-6.151,-7.205,0.3259,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258792,0.221,-5.844,-7.330,0.4330,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258809,-0.645,-5.607,-8.972,0.7901,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258825,-1.628,-5.320,-7.807,0.2234,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258842,-0.663,-6.082,-8.646,0.7814,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258859,-1.507,-5.801,-8.433,0.5357,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258875,-0.824,-5.602,-8.162,0.1235,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258892,-0.365,-5.337,-7.947,0.2306,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258909,-0.509,-5.459,-8.005,0.1069,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258926,-0.620,-5.561,-8.022,0.0292,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258943,0.872,-5.827,-7.806,0.0299,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258959,-1.367,-5.714,-7.728,0.1021,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258976,-2.585,-5.437,-8.734,0.7975,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118258993,-0.006,-5.713,-8.276,0.2463,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118259009,-0.643,-5.492,-7.529,0.4690,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118259026,-2.207,-6.005,-7.818,0.2919,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118259043,0.839,-5.328,-8.330,0.1136,49.059908,16.563477,0.1,2.0,unknown
anonymous,1777118259060,-0.951,-5.787,-7.088,0.6103,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259076,-1.268,-6.173,-7.697,0.1380,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259098,-2.034,-5.533,-7.764,0.0613,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259109,-1.253,-5.087,-8.493,0.1688,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259126,-0.353,-5.227,-9.376,0.9300,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259143,-0.789,-5.000,-8.474,0.0606,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259159,0.159,-5.264,-8.235,0.0353,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259176,-1.191,-5.935,-8.021,0.2387,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259193,-1.685,-6.051,-7.032,0.3812,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259209,-0.733,-5.511,-7.769,0.2560,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259226,-0.938,-5.472,-8.823,0.6139,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259242,-0.746,-5.125,-8.268,0.0542,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259259,-0.217,-5.771,-7.976,0.0375,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259276,-2.289,-6.489,-6.766,0.1597,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259293,-1.170,-5.954,-7.694,0.0113,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259309,-0.968,-5.213,-9.335,0.9254,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259326,-0.555,-4.171,-9.270,0.3705,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259343,-1.135,-5.045,-8.141,0.1653,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259359,-0.508,-5.475,-8.170,0.0379,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259376,-1.713,-5.202,-8.339,0.1668,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259393,-2.729,-5.399,-7.613,0.0861,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259409,-0.726,-5.578,-7.402,0.5134,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259426,-2.118,-5.723,-8.036,0.2806,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259443,-0.707,-5.924,-7.061,0.5656,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259459,0.294,-5.551,-8.327,0.2022,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259476,0.172,-4.997,-8.513,0.0625,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259493,-2.452,-5.357,-8.215,0.2986,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259510,-0.964,-5.950,-7.824,0.0667,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259526,0.197,-5.331,-8.478,0.2064,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259543,-1.417,-5.360,-7.885,0.1709,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259560,0.247,-5.768,-8.111,0.1459,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259576,0.164,-5.269,-8.201,0.0609,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259593,-2.075,-5.724,-7.801,0.0857,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259610,-1.364,-5.477,-8.045,0.0175,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259627,-0.383,-5.487,-8.224,0.0838,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259643,-1.544,-5.359,-8.002,0.0565,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259659,-0.972,-5.505,-7.750,0.2543,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259676,0.087,-5.565,-8.179,0.0837,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259693,-1.978,-5.079,-8.478,0.2687,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259710,-2.207,-5.727,-7.818,0.1296,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259727,-0.870,-5.861,-7.427,0.3091,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259743,-1.101,-4.753,-8.607,0.0835,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259759,-0.999,-5.325,-8.181,0.0026,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259776,-0.177,-5.632,-8.166,0.1111,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259793,-2.040,-4.795,-8.880,0.4864,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259809,-2.087,-5.813,-7.527,0.0736,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259826,-1.068,-5.725,-7.815,0.0637,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259843,-1.192,-4.864,-9.140,0.6121,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259859,-1.473,-5.167,-7.860,0.2893,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259876,-0.216,-5.535,-8.267,0.1416,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259893,-2.007,-4.631,-9.087,0.5844,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259909,-2.232,-5.626,-7.733,0.0095,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259927,-1.319,-5.651,-7.852,0.0464,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259943,-1.497,-5.003,-8.969,0.5689,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259959,-1.576,-5.004,-8.086,0.1715,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259977,0.351,-5.425,-8.648,0.4050,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118259993,-2.000,-5.096,-8.554,0.3460,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118260010,-2.581,-5.304,-8.335,0.4009,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118260027,-1.525,-5.843,-7.452,0.2188,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118260043,-1.314,-5.169,-8.449,0.1816,49.059893,16.563470,0.5,2.0,unknown
anonymous,1777118260060,-1.595,-5.448,-8.453,0.3725,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260076,-0.225,-5.553,-8.300,0.1789,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260093,-0.040,-5.719,-8.108,0.1123,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260109,-2.250,-4.978,-9.004,0.7214,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260127,-1.596,-5.462,-7.914,0.0626,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260143,-1.318,-5.394,-8.616,0.4405,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260159,-1.364,-4.550,-8.824,0.2107,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260178,-0.240,-5.043,-8.299,0.0958,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260193,-0.634,-5.389,-7.875,0.2465,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260210,-2.194,-5.099,-9.100,0.8493,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260226,-1.782,-5.447,-8.016,0.0438,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260242,-0.763,-6.140,-7.314,0.2294,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260259,-1.151,-4.953,-9.259,0.7537,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260276,-1.019,-4.872,-8.296,0.1352,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260292,0.110,-5.705,-8.252,0.2225,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260309,-2.536,-5.311,-8.776,0.7568,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260326,-1.783,-5.354,-8.169,0.1191,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260343,-0.501,-5.975,-7.536,0.1800,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260359,-1.576,-5.194,-8.846,0.5682,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260376,-1.113,-4.959,-8.035,0.3025,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260393,-0.064,-5.655,-8.196,0.1472,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260409,-1.651,-5.427,-8.113,0.0897,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260426,-2.142,-5.183,-8.060,0.0092,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260442,-1.341,-5.641,-7.867,0.0368,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260459,-0.874,-5.770,-8.096,0.1699,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260476,-1.097,-5.209,-8.159,0.0678,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260492,-0.362,-5.300,-8.255,0.0072,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260509,0.069,-5.332,-7.890,0.2864,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260526,-2.584,-5.244,-8.049,0.1380,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260543,-2.811,-5.660,-7.912,0.3157,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260559,-0.132,-6.001,-7.045,0.5546,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260576,-1.827,-4.903,-8.071,0.1914,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260593,-0.588,-5.166,-8.031,0.2423,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260609,0.584,-5.911,-7.267,0.4240,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260625,-2.607,-4.859,-8.474,0.3003,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260642,-1.869,-5.644,-8.196,0.3156,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260659,-0.177,-6.071,-7.324,0.2954,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260675,-1.610,-5.062,-9.213,0.8242,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260692,-0.639,-5.169,-8.258,0.0467,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260709,0.570,-5.933,-7.607,0.1463,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260726,-1.250,-5.074,-8.356,0.0455,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260742,-2.411,-5.517,-7.850,0.0830,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260759,0.442,-6.312,-7.361,0.1037,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260776,-1.830,-4.622,-9.212,0.6576,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260793,-1.432,-5.060,-7.908,0.3131,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260810,0.584,-6.544,-7.276,0.0069,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260826,-0.744,-5.206,-8.276,0.0050,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260843,-2.241,-5.013,-8.096,0.0277,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260861,-0.022,-6.556,-6.795,0.3678,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260876,-0.548,-5.469,-7.935,0.1571,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260893,-1.691,-5.169,-7.735,0.3544,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260909,0.795,-6.137,-7.742,0.1011,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260926,0.326,-5.609,-7.930,0.0916,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260943,-2.559,-4.937,-8.219,0.1134,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260960,-0.550,-6.170,-7.093,0.3926,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260976,-0.163,-5.889,-7.452,0.3110,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118260993,-1.863,-4.950,-8.224,0.0319,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118261009,0.177,-5.797,-8.228,0.2567,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118261026,0.320,-6.012,-7.562,0.1443,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118261043,-2.409,-4.789,-8.735,0.4385,49.059892,16.563470,0.4,2.0,unknown
anonymous,1777118261059,-1.063,-5.731,-7.609,0.2252,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261076,0.057,-6.069,-7.072,0.4906,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261092,-1.545,-4.723,-9.067,0.5299,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261109,-0.109,-5.351,-8.369,0.1245,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261126,0.570,-6.253,-7.472,0.0500,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261143,-2.281,-4.544,-9.490,0.9562,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261159,-1.355,-5.465,-8.101,0.0551,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261176,-0.382,-6.419,-6.989,0.3128,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261193,-1.561,-4.760,-9.121,0.5964,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261209,-0.683,-5.140,-7.693,0.5331,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261226,0.394,-5.878,-8.412,0.4595,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261242,-1.659,-5.223,-8.648,0.4282,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261259,-2.728,-4.763,-8.924,0.6670,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261277,-0.680,-5.905,-7.848,0.0343,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261293,-0.959,-5.417,-8.372,0.2079,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261309,-2.292,-4.660,-9.473,0.9934,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261326,-0.371,-5.514,-8.253,0.1220,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261343,-0.449,-5.741,-7.909,0.0263,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261359,-2.077,-4.429,-9.742,1.0909,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261376,-1.368,-5.343,-8.271,0.1317,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261393,-0.427,-5.998,-7.523,0.1791,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261409,-1.650,-4.618,-9.259,0.6673,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261431,-0.742,-5.172,-7.963,0.2861,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261443,0.285,-5.938,-7.456,0.2742,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261461,-1.672,-5.074,-8.924,0.5910,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261476,-1.657,-5.323,-8.106,0.0276,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261492,0.179,-6.011,-7.113,0.4956,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261509,-1.460,-5.156,-8.857,0.5418,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261526,-1.144,-5.203,-7.396,0.6953,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261542,0.641,-6.270,-7.103,0.3144,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261559,-1.355,-5.281,-8.711,0.4661,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261576,-1.961,-5.085,-8.606,0.3767,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261593,-0.038,-6.376,-6.668,0.5840,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261609,-1.104,-5.666,-7.971,0.0321,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261626,-1.386,-5.026,-8.008,0.2545,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261643,0.612,-6.063,-8.144,0.3618,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261659,-0.195,-5.608,-7.752,0.2400,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261677,-2.583,-5.070,-8.074,0.0675,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261693,-0.661,-6.456,-6.796,0.4130,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261710,-0.295,-5.824,-7.692,0.1569,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261727,-1.690,-5.024,-8.168,0.0732,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261743,0.141,-5.861,-8.339,0.3837,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261759,0.204,-5.983,-7.137,0.4947,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261776,-2.685,-5.438,-6.501,0.9194,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261793,-2.852,-6.790,-6.895,0.2781,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261810,-0.721,-5.052,-9.310,0.8064,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261854,-0.137,-5.266,-8.504,0.1935,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261859,-0.137,-5.266,-8.504,0.1935,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261876,-1.620,-4.250,-9.392,0.6259,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261898,0.283,-5.168,-7.470,0.7226,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261911,-0.959,-7.147,-6.435,0.1452,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261926,-1.277,-4.898,-8.784,0.3279,49.059893,16.563471,0.4,2.0,unknown
anonymous,1777118261948,-0.918,-5.180,-8.352,0.0608,49.059893,16.563471,0.4,2.0,rough
anonymous,1777118261959,0.177,-5.715,-9.255,1.0684,49.059893,16.563471,0.4,2.0,rough
anonymous,1777118261977,-2.133,-4.670,-9.486,0.9759,49.059893,16.563471,0.4,2.0,rough
anonymous,1777118261993,-2.674,-5.056,-8.172,0.1648,49.059893,16.563471,0.4,2.0,rough
anonymous,1777118262012,-1.068,-6.066,-7.313,0.2489,49.059893,16.563471,0.4,2.0,rough
anonymous,1777118262027,-1.209,-4.778,-9.474,0.8696,49.059893,16.563471,0.4,2.0,rough
anonymous,1777118262043,-1.743,-4.795,-8.507,0.1095,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262060,-0.183,-5.302,-8.834,0.4945,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262077,-1.151,-5.357,-8.331,0.1609,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262093,-2.347,-4.689,-8.964,0.5747,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262110,-1.250,-5.282,-8.560,0.3259,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262126,-0.283,-5.510,-7.802,0.2542,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262142,-1.793,-4.735,-9.446,0.9070,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262159,-0.957,-5.115,-7.978,0.2848,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262176,0.519,-5.961,-7.430,0.2702,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262192,-2.018,-4.746,-9.206,0.7427,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262209,-1.922,-5.324,-8.193,0.1478,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262226,0.385,-6.335,-6.863,0.4621,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262242,-1.207,-5.097,-8.962,0.5706,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262259,-1.445,-5.035,-7.733,0.4701,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262278,0.854,-6.733,-7.092,0.0064,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262293,-0.426,-5.609,-7.914,0.1007,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262309,-2.687,-4.826,-8.084,0.0189,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262326,-0.070,-6.595,-6.851,0.3006,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262342,-0.021,-5.974,-7.325,0.3575,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262359,-2.213,-4.830,-8.153,0.0783,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262380,0.638,-6.071,-8.497,0.6524,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262392,0.840,-6.193,-7.136,0.3244,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262409,-2.695,-4.794,-8.522,0.3324,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262426,-2.061,-5.193,-8.449,0.3194,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262442,0.230,-6.265,-6.945,0.4543,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262459,-2.100,-4.818,-8.670,0.3285,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262476,-1.036,-4.937,-8.080,0.2841,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262492,0.504,-6.263,-7.356,0.1355,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262509,-2.375,-4.736,-9.264,0.8620,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262526,-2.270,-5.083,-8.076,0.0009,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262542,0.188,-6.277,-7.398,0.1063,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262559,-1.407,-4.858,-9.248,0.7305,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262576,-1.584,-5.171,-8.127,0.0482,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262593,-0.004,-6.015,-8.250,0.4002,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262609,-1.204,-5.441,-8.596,0.4340,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262626,-2.198,-5.604,-7.999,0.2014,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262642,-1.003,-5.787,-8.345,0.3949,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262659,-0.907,-5.291,-8.402,0.1601,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262676,-1.336,-5.739,-8.109,0.2140,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262693,-0.041,-5.602,-8.309,0.2110,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262709,-1.431,-5.383,-7.870,0.1681,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262726,-2.567,-5.808,-7.912,0.3349,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262742,-0.854,-5.560,-7.954,0.0680,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262759,-1.739,-5.280,-8.172,0.0730,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262776,-1.294,-5.444,-8.885,0.6896,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262792,-0.261,-5.179,-8.560,0.1983,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262809,-1.424,-5.626,-7.878,0.0253,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262826,-2.308,-5.680,-7.725,0.0525,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262842,-1.180,-5.803,-7.886,0.0524,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262859,-0.802,-5.245,-8.134,0.0983,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262876,-0.840,-5.393,-8.889,0.6212,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262892,-0.917,-5.135,-8.109,0.1682,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262909,-0.041,-5.618,-8.538,0.4109,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262926,-2.017,-5.365,-7.908,0.0433,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262943,-1.879,-5.817,-7.451,0.1723,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262960,-0.927,-5.475,-7.736,0.2878,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262976,-1.183,-4.946,-8.841,0.3894,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118262992,-0.714,-5.046,-8.153,0.1955,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118263010,-0.056,-5.526,-8.401,0.2457,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118263026,-1.806,-5.649,-7.733,0.0651,49.059892,16.563472,0.1,2.0,rough
anonymous,1777118263043,-2.180,-5.819,-7.431,0.1234,49.059893,16.563471,0.3,2.1,rough
anonymous,1777118263059,-1.210,-5.770,-8.022,0.1452,49.059893,16.563471,0.3,2.1,rough
anonymous,1777118263076,-1.098,-5.183,-8.479,0.1885,49.059893,16.563471,0.3,2.1,rough
